review_id,image_id,condition,study_label,income_quartile,region,country_id,country_name,image_file,caption,object_correct_a,object_correct_b,object_correct_agree,non_informative_a,non_informative_b,non_informative_agree,hallucination_a,hallucination_b,hallucination_agree,any_disagreement,final_object_correct,final_non_informative,final_hallucination,adjudication_notes
c2d43b298e80ccf3,5d4befc5cf0b3a0f3f353ce2,baseline,stove,Q1,af,mw,Malawi,data/images/5d4befc5cf0b3a0f3f353ce2.jpg,a person is using a knife to cut a piece of wood,0,0,1,0,0,1,1,1,1,0,0,0,1,
62c5ebaa11361cab,5d4bef4dcf0b3a0f3f352fe2,baseline,stove,Q3,as,np,Nepal,data/images/5d4bef4dcf0b3a0f3f352fe2.jpg,a black stove top,1,1,1,0,0,1,0,0,1,0,1,0,0,
507b02d34be508fd,5d4be196cf0b3a0f3f33b4c3,baseline,light source,Q2,am,br,Brazil,data/images/5d4be196cf0b3a0f3f33b4c3.jpg,a bathroom with a shower head and a shower curtain,0,0,1,0,0,1,1,1,1,0,0,0,1,
a642beb689d09f28,5d4bdf69cf0b3a0f3f337997,baseline,trash container,Q2,af,tz,Tanzania,data/images/5d4bdf69cf0b3a0f3f337997.jpg,a white basket with a bunch of beer bottles,0,1,0,0,0,1,0,1,0,1,0,0,0,
41bf777bd39e7d87,5d4bdf81cf0b3a0f3f337c37,baseline,footwear,Q4,eu,ro,Romania,data/images/5d4bdf81cf0b3a0f3f337c37.jpg,a pair of shoes on a rug,1,1,1,0,0,1,0,0,1,0,1,0,0,
1600007dc56d1c35,5d4bf28fcf0b3a0f3f358788,baseline,switch,Q3,as,cn,China,data/images/5d4bf28fcf0b3a0f3f358788.jpg,a blue and white sign with a white and blue sign,0,0,1,0,0,1,0,0,1,0,0,0,0,
905733a434686ee9,5d4be03ccf0b3a0f3f338dde,prompted,light source,Q3,af,ng,Nigeria,data/images/5d4be03ccf0b3a0f3f338dde.JPG,the main household object in this image is a chandel,0,1,0,0,0,1,0,0,1,1,1,0,0,
dc188658dc35b17c,5d4bdf69cf0b3a0f3f337997,prompted,trash container,Q2,af,tz,Tanzania,data/images/5d4bdf69cf0b3a0f3f337997.jpg,the main household object in this image is a basket of beer bottles,0,1,0,0,0,1,0,1,0,1,0,0,0,
cfa344c5c71b5f0e,5d4bf296cf0b3a0f3f35885a,prompted,footwear,Q3,as,cn,China,data/images/5d4bf296cf0b3a0f3f35885a.jpg,the main household object in this image is a rack of shoes,1,1,1,0,0,1,0,0,1,0,1,0,0,
6f193c18d6a5e700,5d4be53dcf0b3a0f3f341904,baseline,light source,Q4,am,us,United States,data/images/5d4be53dcf0b3a0f3f341904.JPG,a kitchen with a white ceiling and a window,0,1,0,0,0,1,1,1,1,1,0,0,1,
ce24514258e37e85,5d4bee51cf0b3a0f3f3512b8,prompted,trash container,Q2,af,rw,Rwanda,data/images/5d4bee51cf0b3a0f3f3512b8.jpg,the main household object in this image is a pile of dirt,1,1,1,0,0,1,0,0,1,0,1,0,0,
42b625991a934b7c,5d4bf260cf0b3a0f3f3582cc,prompted,switch,Q1,am,co,Colombia,data/images/5d4bf260cf0b3a0f3f3582cc.jpg,the main household object in this image is a bottle of water,0,0,1,0,0,1,1,1,1,0,0,0,1,
7b63221281cf0ebb,5d4bebfdcf0b3a0f3f34d421,prompted,light source,Q4,am,us,United States,data/images/5d4bebfdcf0b3a0f3f34d421.jpg,the main household object in this image is a ceiling light,1,1,1,0,0,1,0,0,1,0,1,0,0,
ffbee4e8956096e6,5d4be092cf0b3a0f3f3397a5,prompted,footwear,Q3,eu,nl,Netherlands,data/images/5d4be092cf0b3a0f3f3397a5.JPG,the main household object in this image is a pair of adidas ' s shoes,1,1,1,0,0,1,0,0,1,0,1,0,0,
1f91a01c278c32bb,5d4be3ffcf0b3a0f3f33f4fa,prompted,switch,Q2,af,cm,Cameroon,data/images/5d4be3ffcf0b3a0f3f33f4fa.jpg,the main household object in this image is a picture of a woman,0,1,0,0,0,1,0,0,1,1,0,0,0,
982f21ea03c0094b,5d4be02fcf0b3a0f3f338c7c,prompted,roof,Q3,eu,nl,Netherlands,data/images/5d4be02fcf0b3a0f3f338c7c.JPG,the main household object in this image is a white wall,1,1,1,0,0,1,0,0,1,0,1,0,0,
afb6afbe5e247208,5d4be404cf0b3a0f3f33f59c,prompted,roof,Q4,eu,gb,United Kingdom,data/images/5d4be404cf0b3a0f3f33f59c.JPG,the main household object in this image is a house,1,1,1,0,0,1,0,0,1,0,1,0,0,
93d3d5f003293392,5ec4f831f0611d7ddd740cab,baseline,switch,Q4,am,us,United States,data/images/5ec4f831f0611d7ddd740cab.JPG,a white light switch on a wall,1,1,1,0,0,1,0,0,1,0,1,0,0,
8d3d6f75ccf12235,5d4bf377cf0b3a0f3f35a144,prompted,roof,Q1,af,bf,Burkina Faso,data/images/5d4bf377cf0b3a0f3f35a144.jpg,the main household object in this image is a metal curtain,0,0,1,0,0,1,0,0,1,0,0,0,0,
c7a379eaa6f90318,5ec4f60af4a4fb7dc0387c46,baseline,switch,Q4,am,co,Colombia,data/images/5ec4f60af4a4fb7dc0387c46.JPG,how to install a light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
5e29fc324d7a7aef,5d4bdfefcf0b3a0f3f33871e,baseline,trash container,Q3,as,pk,Pakistan,data/images/5d4bdfefcf0b3a0f3f33871e.jpg,a white bag with a black handle,0,1,0,0,0,1,1,1,1,1,0,0,1,
94a5b7e9581f9752,5ec4fa3cf0611d7ddd741e2c,baseline,trash container,Q4,af,et,Ethiopia,data/images/5ec4fa3cf0611d7ddd741e2c.JPG,a purple trash can sitting on a tiled floor,1,1,1,0,0,1,0,0,1,0,1,0,0,
00ac34b9ae62e017,5d4be22ecf0b3a0f3f33c475,prompted,stove,Q3,af,eg,Egypt,data/images/5d4be22ecf0b3a0f3f33c475.JPG,the main household object in this image is a stove,0,1,0,0,0,1,0,0,1,1,1,0,0,
dc79d13f0c83f4de,5ec4f97ef0611d7ddd7417d1,baseline,roof,Q3,af,cm,Cameroon,data/images/5ec4f97ef0611d7ddd7417d1.jpg,a pink wall with a small hole in it,0,0,1,0,0,1,0,0,1,0,0,0,0,
514b680934ba77f9,5d4be42ccf0b3a0f3f33fa48,prompted,roof,Q4,am,us,United States,data/images/5d4be42ccf0b3a0f3f33fa48.JPG,the main household object in this image is a toothbrush,0,0,1,0,0,1,1,1,1,0,0,0,1,
cd5060b7a7886514,5d4be977cf0b3a0f3f348ac0,prompted,switch,Q4,as,jo,Jordan,data/images/5d4be977cf0b3a0f3f348ac0.jpg,the main household object in this image is a light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
3fb4fa3adf224d71,5d4be8dccf0b3a0f3f3478b6,baseline,trash container,Q4,eu,ua,Ukraine,data/images/5d4be8dccf0b3a0f3f3478b6.jpg,a blue trash bag,1,1,1,0,0,1,0,0,1,0,1,0,0,
c0bcf7f27283f4b9,5f8dfa6069531c2f81fdef7f,baseline,light source,Q2,as,pk,Pakistan,data/images/5f8dfa6069531c2f81fdef7f.jpg,a white toilet sitting in a dark room,0,0,1,0,0,1,1,1,1,0,0,0,1,
bc9950fa03dcfab6,5ec4f834f0611d7ddd740cc3,baseline,light source,Q4,am,us,United States,data/images/5ec4f834f0611d7ddd740cc3.JPG,a lamp on a table next to a computer,1,1,1,0,0,1,0,1,0,1,1,0,1,
22c17763d990e171,5d4be78acf0b3a0f3f345a14,baseline,footwear,Q1,as,id,Indonesia,data/images/5d4be78acf0b3a0f3f345a14.jpg,a pair of red shoes on the ground,0,1,0,0,0,1,0,0,1,1,1,0,0,
09e14bc649601e7d,5d4bef87cf0b3a0f3f3536b6,baseline,trash container,Q3,am,mx,Mexico,data/images/5d4bef87cf0b3a0f3f3536b6.jpg,a green trash can with a plastic container,1,1,1,0,0,1,0,0,1,0,1,0,0,
9870abd4ec664d02,5ec4fb80f0611d7ddd7428aa,prompted,footwear,Q2,am,co,Colombia,data/images/5ec4fb80f0611d7ddd7428aa.jpg,the main household object in this image is a pair of crocy sandals,0,1,0,0,0,1,0,0,1,1,1,0,0,
956a8b1bd73c8ec2,5ec4f81af0611d7ddd740be2,baseline,switch,Q1,as,np,Nepal,data/images/5ec4f81af0611d7ddd740be2.jpg,a person is holding a white electrical device,0,1,0,0,0,1,0,0,1,1,1,0,0,
94378a61cb793490,5d4be0dccf0b3a0f3f33a033,prompted,footwear,Q4,eu,nl,Netherlands,data/images/5d4be0dccf0b3a0f3f33a033.JPG,the main household object in this image is a pair of shoes,1,1,1,0,0,1,0,0,1,0,1,0,0,
9c9041b992bbed4c,5d4be53dcf0b3a0f3f341904,prompted,light source,Q4,am,us,United States,data/images/5d4be53dcf0b3a0f3f341904.JPG,the main household object in this image is a ceiling,1,1,1,0,0,1,0,0,1,0,1,0,0,
829beb26633aa0c5,5d4be752cf0b3a0f3f3453ca,prompted,light source,Q1,as,mm,Myanmar,data/images/5d4be752cf0b3a0f3f3453ca.jpg,the main household object in this image is a water well,1,0,0,0,0,1,0,0,1,1,0,0,0,
26a80e369ec646dc,5d4bf2b2cf0b3a0f3f358bb0,prompted,stove,Q2,as,cn,China,data/images/5d4bf2b2cf0b3a0f3f358bb0.jpg,the main household object in this image is a large pan,1,0,0,0,0,1,0,0,1,1,1,0,0,
7d4ede7edfc39ad6,5d4beab2cf0b3a0f3f34aea4,prompted,switch,Q1,as,in,India,data/images/5d4beab2cf0b3a0f3f34aea4.jpg,the main household object in this image is a switch box,0,1,0,0,0,1,0,0,1,1,1,0,0,
2d07a05aecd44b68,5d4bef59cf0b3a0f3f353156,prompted,stove,Q1,as,np,Nepal,data/images/5d4bef59cf0b3a0f3f353156.jpg,the main household object in this image is a frying pan,0,1,0,0,0,1,0,0,1,1,1,0,0,
0c875d43c7d00d87,5d4be048cf0b3a0f3f338f18,baseline,stove,Q4,am,us,United States,data/images/5d4be048cf0b3a0f3f338f18.jpg,a white stove with a kettle on top,1,1,1,0,0,1,0,0,1,0,1,0,0,
e26b53839fdb7c24,5d4bed80cf0b3a0f3f34fbb2,prompted,switch,Q1,af,tn,Tunisia,data/images/5d4bed80cf0b3a0f3f34fbb2.jpg,the main household object in this image is a white light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
098dbbd9661bd3dc,5ec4fb81f0611d7ddd7428b0,prompted,light source,Q2,am,co,Colombia,data/images/5ec4fb81f0611d7ddd7428b0.jpg,the main household object in this image is a toilet,0,0,1,0,0,1,1,1,1,0,0,0,1,
cd5c7b61d13b7a56,5d4be0abcf0b3a0f3f339a79,baseline,roof,Q4,as,in,India,data/images/5d4be0abcf0b3a0f3f339a79.jpg,a ceiling fan in a room with a yellow wall,1,1,1,0,0,1,0,0,1,0,1,0,0,
c6c21e8a0864b1fd,5ec4fa7bf0611d7ddd74200b,baseline,stove,Q2,am,br,Brazil,data/images/5ec4fa7bf0611d7ddd74200b.jpg,a stove and oven in a kitchen with a lot of dirty stuff,1,1,1,0,0,1,0,0,1,0,1,0,0,
795e4f8cd52d8129,5d4be1c8cf0b3a0f3f33b9cf,baseline,trash container,Q1,af,ke,Kenya,data/images/5d4be1c8cf0b3a0f3f33b9cf.JPG,a pile of trash sitting in the grass,1,1,1,0,0,1,0,0,1,0,1,0,0,
59b6f1b31c70e776,5d4bee22cf0b3a0f3f350e6a,prompted,stove,Q1,af,rw,Rwanda,data/images/5d4bee22cf0b3a0f3f350e6a.jpg,the main household object in this image is a broken oven,0,0,1,0,0,1,0,0,1,0,0,0,0,
57724be783205fbd,5d4bed15cf0b3a0f3f34ef8a,baseline,footwear,Q2,as,vn,Vietnam,data/images/5d4bed15cf0b3a0f3f34ef8a.jpg,a pair of yellow shoes on the ground,0,1,0,0,0,1,0,0,1,1,1,0,0,
c49e8efcf828de35,5ec4f90ef0611d7ddd741415,prompted,light source,Q4,eu,es,Spain,data/images/5ec4f90ef0611d7ddd741415.jpg,the main household object in this image is a lamp,1,1,1,0,0,1,0,0,1,0,1,0,0,
0739e57660ceccce,5ec4f989f0611d7ddd74182b,prompted,switch,Q2,af,cm,Cameroon,data/images/5ec4f989f0611d7ddd74182b.jpg,the main household object in this image is a light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
2a07a2fa2f52e531,5d4bde4dcf0b3a0f3f335e21,baseline,stove,Q3,am,us,United States,data/images/5d4bde4dcf0b3a0f3f335e21.jpg,a pot of water is on the stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
5a0b8139596c0aa6,5ec4f86df0611d7ddd740eb5,prompted,switch,Q3,as,ir,Iran,data/images/5ec4f86df0611d7ddd740eb5.jpg,the main household object in this image is a toilet,0,0,1,0,0,1,1,1,1,0,0,0,1,
ddaf763c89dda1eb,5d4be42ccf0b3a0f3f33fa48,baseline,roof,Q4,am,us,United States,data/images/5d4be42ccf0b3a0f3f33fa48.JPG,a person holding a cell phone in their hand,0,0,1,0,0,1,1,1,1,0,0,0,1,
2cc3372510610e33,5ec4f97ef0611d7ddd7417d1,prompted,roof,Q3,af,cm,Cameroon,data/images/5ec4f97ef0611d7ddd7417d1.jpg,the main household object in this image is a door handle,0,0,1,0,0,1,0,0,1,0,0,0,0,
1a9f886a15cbe2aa,5ec4fb75f0611d7ddd74284a,prompted,footwear,Q3,am,co,Colombia,data/images/5ec4fb75f0611d7ddd74284a.jpg,the main household object in this image is a pair of crocy crocy crocy crocy crocy crocy crocy crocy crocy,1,1,1,0,0,1,0,0,1,0,1,0,0,
2a6ea88fb66276b7,5d4befa8cf0b3a0f3f353974,baseline,stove,Q4,am,mx,Mexico,data/images/5d4befa8cf0b3a0f3f353974.jpg,a stove with a rack of cooking uts in it,1,1,1,0,0,1,0,0,1,0,1,0,0,
ed1d4086a9640e47,5d4bee44cf0b3a0f3f351150,baseline,footwear,Q2,af,rw,Rwanda,data/images/5d4bee44cf0b3a0f3f351150.jpg,a pair of blue shoes sitting on the floor,1,1,1,0,0,1,0,0,1,0,1,0,0,
e1de5e6e7aa4afeb,5d4be0e9cf0b3a0f3f33a1a1,baseline,footwear,Q4,as,in,India,data/images/5d4be0e9cf0b3a0f3f33a1a1.jpg,a group of shoes sitting on the floor,1,1,1,0,0,1,0,0,1,0,1,0,0,
5e2acab5bc976729,5d4be092cf0b3a0f3f3397a5,baseline,footwear,Q3,eu,nl,Netherlands,data/images/5d4be092cf0b3a0f3f3397a5.JPG,a pair of white sneakers on a wooden floor,1,1,1,0,0,1,0,0,1,0,1,0,0,
b1d3cbb255ae9d90,5d4bebfdcf0b3a0f3f34d421,baseline,light source,Q4,am,us,United States,data/images/5d4bebfdcf0b3a0f3f34d421.jpg,a kitchen with two lights on the ceiling,0,1,0,0,0,1,0,1,0,1,1,0,0,
c365b8f2f5a0e8b4,5ec4f86df0611d7ddd740eb2,prompted,roof,Q3,as,ir,Iran,data/images/5ec4f86df0611d7ddd740eb2.jpg,the main household object in this image is a roof,1,1,1,0,0,1,0,0,1,0,1,0,0,
b7cd42790def53d0,5fa329ada4fd6103df5dff73,baseline,roof,Q3,am,co,Colombia,data/images/5fa329ada4fd6103df5dff73.jpeg,a ceiling with a hole in it,0,1,0,0,0,1,0,0,1,1,0,0,0,
216c75837da29065,5d4be1bbcf0b3a0f3f33b8c9,baseline,stove,Q4,am,br,Brazil,data/images/5d4be1bbcf0b3a0f3f33b8c9.jpg,a woman is standing in front of a stove,0,1,0,0,0,1,1,0,0,1,1,0,0,
c3a19a5bcdded8fb,5d4bde4dcf0b3a0f3f335e21,prompted,stove,Q3,am,us,United States,data/images/5d4bde4dcf0b3a0f3f335e21.jpg,the main household object in this image is a pot on the stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
ee1aa67fb7bcf3aa,5d4bef5fcf0b3a0f3f353214,prompted,footwear,Q4,as,np,Nepal,data/images/5d4bef5fcf0b3a0f3f353214.jpg,the main household object in this image is a pair of black and green sandals,1,1,1,0,0,1,0,0,1,0,1,0,0,
f5f9ab9428b55cd1,5d4be7b3cf0b3a0f3f345ec4,baseline,stove,Q1,as,bd,Bangladesh,data/images/5d4be7b3cf0b3a0f3f345ec4.jpg,a black pot sitting on top of a cement,0,1,0,0,0,1,0,0,1,1,1,0,0,
7509bdc348bd7664,5ec4fb83f0611d7ddd7428c0,baseline,trash container,Q2,am,co,Colombia,data/images/5ec4fb83f0611d7ddd7428c0.jpg,a black trash bag sitting on the floor,1,1,1,0,0,1,0,0,1,0,1,0,0,
b1ff854e3875604d,5d4bf0bfcf0b3a0f3f355712,baseline,roof,Q1,af,ci,Cote d'Ivoire,data/images/5d4bf0bfcf0b3a0f3f355712.jpg,a house with a tar tar covering it,0,1,0,0,0,1,1,0,0,1,1,0,0,
ac52aa77940917af,5d4be0fecf0b3a0f3f33a415,prompted,stove,Q3,as,in,India,data/images/5d4be0fecf0b3a0f3f33a415.jpeg,the main household object in this image is the gas stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
94418404c1a775b0,5ec4f948f0611d7ddd741601,baseline,stove,Q4,as,in,India,data/images/5ec4f948f0611d7ddd741601.JPG,a black stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
d8ba05ef691208df,5d4bf271cf0b3a0f3f3583da,prompted,light source,Q1,am,co,Colombia,data/images/5d4bf271cf0b3a0f3f3583da.jpg,the main household object in this image is a ceiling,1,1,1,0,0,1,0,0,1,0,1,0,0,
f44bc0bf5543a2bb,5d4bdefccf0b3a0f3f336ec5,baseline,roof,Q2,eu,rs,Serbia,data/images/5d4bdefccf0b3a0f3f336ec5.jpg,a roof with a roof venter,0,1,0,0,0,1,0,0,1,1,1,0,0,
77561b7da08706ea,5ec4f5caf4a4fb7dc0387a0c,prompted,stove,Q4,eu,ru,Russia,data/images/5ec4f5caf4a4fb7dc0387a0c.jpg,the main household object in this image is a stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
2905623d479b2539,5d4bef4dcf0b3a0f3f352ff2,prompted,footwear,Q3,as,np,Nepal,data/images/5d4bef4dcf0b3a0f3f352ff2.jpg,the main household object in this image is a shelf of shoes,1,1,1,0,0,1,0,0,1,0,1,0,0,
a7a893f8f7e73c22,5d4be103cf0b3a0f3f33a4af,baseline,roof,Q3,as,in,India,data/images/5d4be103cf0b3a0f3f33a4af.jpg,a ceiling with a clock on it,0,0,1,0,0,1,1,1,1,0,0,0,1,
317c5c1f2aea7936,5ec4f834f0611d7ddd740cc3,prompted,light source,Q4,am,us,United States,data/images/5ec4f834f0611d7ddd740cc3.JPG,the main household object in this image is a lamp,1,1,1,0,0,1,0,0,1,0,1,0,0,
973d697ae9acfce9,5d4bdfefcf0b3a0f3f33871e,prompted,trash container,Q3,as,pk,Pakistan,data/images/5d4bdfefcf0b3a0f3f33871e.jpg,the main household object in this image is a trash bag,1,1,1,0,0,1,0,0,1,0,1,0,0,
cd3f7f1d28f86e0f,5ec4fa5ff0611d7ddd741f24,prompted,switch,Q4,eu,cz,Czech Republic,data/images/5ec4fa5ff0611d7ddd741f24.jpg,the main household object in this image is a white light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
01ef2ddb27c7dd26,5d4bef60cf0b3a0f3f353222,baseline,switch,Q4,as,np,Nepal,data/images/5d4bef60cf0b3a0f3f353222.jpg,a white light switch on a wall,1,1,1,0,0,1,0,0,1,0,1,0,0,
75ed0e102c48ffaf,5d4be0abcf0b3a0f3f339a79,prompted,roof,Q4,as,in,India,data/images/5d4be0abcf0b3a0f3f339a79.jpg,the main household object in this image is a ceiling fan,1,1,1,0,0,1,0,0,1,0,1,0,0,
78d76989523505e3,5d4bef4dcf0b3a0f3f352ff2,baseline,footwear,Q3,as,np,Nepal,data/images/5d4bef4dcf0b3a0f3f352ff2.jpg,a shelf with a bunch of shoes on it,1,1,1,0,0,1,0,0,1,0,1,0,0,
ec82d56c4ccb8add,5ec4fba1f0611d7ddd7429bc,baseline,light source,Q3,am,co,Colombia,data/images/5ec4fba1f0611d7ddd7429bc.jpg,a kitchen with a ceiling that has been painted,1,1,1,0,0,1,1,0,0,1,1,0,0,
7f7249f17f8b94d3,5d4be103cf0b3a0f3f33a4af,prompted,roof,Q3,as,in,India,data/images/5d4be103cf0b3a0f3f33a4af.jpg,the main household object in this image is a dont,0,0,1,1,1,1,0,0,1,0,0,1,0,
4ea58714bec2b31f,5d4be76ecf0b3a0f3f3456d4,prompted,trash container,Q2,as,id,Indonesia,data/images/5d4be76ecf0b3a0f3f3456d4.jpg,the main household object in this image is a bag of garbage,1,1,1,0,0,1,0,0,1,0,1,0,0,
121828b3322bb1cd,5d4bf05ccf0b3a0f3f354caa,baseline,roof,Q1,af,lr,Liberia,data/images/5d4bf05ccf0b3a0f3f354caa.jpg,a wooden ceiling with a metal pole and a string,1,1,1,0,0,1,0,0,1,0,1,0,0,
4f6ab4187633216f,5d4bef89cf0b3a0f3f3536f2,prompted,switch,Q3,am,mx,Mexico,data/images/5d4bef89cf0b3a0f3f3536f2.jpg,the main household object in this image is a light switch,1,1,1,0,0,1,0,0,1,0,1,0,0,
febfab15e7d5be97,5d4beee5cf0b3a0f3f3523d2,prompted,trash container,Q1,af,ng,Nigeria,data/images/5d4beee5cf0b3a0f3f3523d2.jpg,the main household object in this image is garbage,1,1,1,0,0,1,0,0,1,0,1,0,0,
9a7e9369d3fde64b,5d4bf185cf0b3a0f3f356a5e,prompted,switch,Q2,as,in,India,data/images/5d4bf185cf0b3a0f3f356a5e.jpg,the main household object in this image is a switch box,1,1,1,0,0,1,0,0,1,0,1,0,0,
def4f30f682c8a4f,5d4bef4dcf0b3a0f3f352fe2,prompted,stove,Q3,as,np,Nepal,data/images/5d4bef4dcf0b3a0f3f352fe2.jpg,the main household object in this image is a gas stove,1,1,1,0,0,1,0,0,1,0,1,0,0,
7c3770fbb51f0b4a,5d4be09ccf0b3a0f3f3398bb,baseline,footwear,Q3,am,br,Brazil,data/images/5d4be09ccf0b3a0f3f3398bb.JPG,a pair of black flip flops on a towel,1,1,1,0,0,1,0,0,1,0,1,0,0,
ca98ffe3ac2069be,5d4bed80cf0b3a0f3f34fbb2,baseline,switch,Q1,af,tn,Tunisia,data/images/5d4bed80cf0b3a0f3f34fbb2.jpg,a light switch in a white wall,1,1,1,0,0,1,0,0,1,0,1,0,0,
a68bb905e12fbe9f,5d4be404cf0b3a0f3f33f59c,baseline,roof,Q4,eu,gb,United Kingdom,data/images/5d4be404cf0b3a0f3f33f59c.JPG,a clear blue sky,0,0,1,0,0,1,0,0,1,0,0,0,0,
1c5bc16f8a5acd7e,5d4bf185cf0b3a0f3f356a5e,baseline,switch,Q2,as,in,India,data/images/5d4bf185cf0b3a0f3f356a5e.jpg,a white wall,0,0,1,0,1,0,0,0,1,1,0,1,0,
ab65cfca9fb41e18,5d4bf27dcf0b3a0f3f358554,baseline,trash container,Q1,am,co,Colombia,data/images/5d4bf27dcf0b3a0f3f358554.jpg,a pile of garbage in a wooden box,1,1,1,0,0,1,0,0,1,0,1,0,0,
1c8c4a67a071abe4,5d4bdfc3cf0b3a0f3f33824f,baseline,footwear,Q4,am,co,Colombia,data/images/5d4bdfc3cf0b3a0f3f33824f.jpg,a person wearing blue shoes and jeans,1,1,1,0,0,1,1,0,0,1,1,0,0,
5b94404c3fb6c764,5d4bf191cf0b3a0f3f356bb4,baseline,trash container,Q2,as,in,India,data/images/5d4bf191cf0b3a0f3f356bb4.jpg,a dog standing on a dirt road next to a pile of garbage,1,1,1,0,0,1,0,0,1,0,1,0,0,
3c87c03592947b96,5d4bdfa0cf0b3a0f3f337f53,baseline,light source,Q2,am,pe,Peru,data/images/5d4bdfa0cf0b3a0f3f337f53.jpg,a person is standing in a room with a light,0,0,1,0,0,1,1,1,1,0,0,0,1,
fe6efc5e797e6f26,5d4be631cf0b3a0f3f343397,prompted,light source,Q2,as,in,India,data/images/5d4be631cf0b3a0f3f343397.JPG,the main household object in this image is a light bulb,1,1,1,0,0,1,0,0,1,0,1,0,0,
669d85adeeb9703f,5ec4fb67f0611d7ddd7427d0,baseline,footwear,Q2,am,co,Colombia,data/images/5ec4fb67f0611d7ddd7427d0.jpg,a bunch of shoes,1,1,1,0,0,1,0,0,1,0,1,0,0,
