image_id,image_name,study_label,income_quartile,model,raw_output,metric_value,manual_object_correct,caption_quality,error_type,review_notes
5d4be6b3cf0b3a0f3f344270,5d4be6b3cf0b3a0f3f344270.JPG,footwear,Q4,blip_baseline,a shelf with a bunch of shoes on it,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4be6b3cf0b3a0f3f344270,5d4be6b3cf0b3a0f3f344270.JPG,footwear,Q4,blip_prompted,the main household object in this image is a shoe rack,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4be76ecf0b3a0f3f3456d4,5d4be76ecf0b3a0f3f3456d4.jpg,trash container,Q2,blip_baseline,a bag of garbage sitting on the ground,False,yes,accurate,accepted_synonym_missing,garbage bag used as a container
5d4be76ecf0b3a0f3f3456d4,5d4be76ecf0b3a0f3f3456d4.jpg,trash container,Q2,blip_prompted,the main household object in this image is a bag of garbage,False,yes,accurate,accepted_synonym_missing,garbage bag used as a container
5d4be78acf0b3a0f3f345a14,5d4be78acf0b3a0f3f345a14.jpg,footwear,Q1,blip_baseline,a pair of red shoes on the ground,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4be78acf0b3a0f3f345a14,5d4be78acf0b3a0f3f345a14.jpg,footwear,Q1,blip_prompted,the main household object in this image is a pair of red shoes,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4be7afcf0b3a0f3f345e48,5d4be7afcf0b3a0f3f345e48.jpg,trash container,Q1,blip_baseline,a bucket is sitting on the ground,False,yes,accurate,accepted_synonym_missing,bucket used as a waste container
5d4be7afcf0b3a0f3f345e48,5d4be7afcf0b3a0f3f345e48.jpg,trash container,Q1,blip_prompted,the main household object in this image is a bucket,False,yes,accurate,accepted_synonym_missing,bucket used as a waste container
5d4be7b6cf0b3a0f3f345f1c,5d4be7b6cf0b3a0f3f345f1c.jpg,trash container,Q1,blip_baseline,a pile of trash on the ground,False,uncertain,ambiguous,label_or_scene_ambiguity,trash is visible but no clear container
5d4be7b6cf0b3a0f3f345f1c,5d4be7b6cf0b3a0f3f345f1c.jpg,trash container,Q1,blip_prompted,the main household object in this image is a pile of garbage,False,uncertain,ambiguous,label_or_scene_ambiguity,trash is visible but no clear container
5d4be956cf0b3a0f3f3486e4,5d4be956cf0b3a0f3f3486e4.jpg,trash container,Q3,blip_baseline,a pile of garbage on the side of a road,False,uncertain,ambiguous,label_or_scene_ambiguity,waste area and dumpsters share the scene
5d4be956cf0b3a0f3f3486e4,5d4be956cf0b3a0f3f3486e4.jpg,trash container,Q3,blip_prompted,the main household object in this image is a dump,False,uncertain,ambiguous,label_or_scene_ambiguity,waste area and dumpsters share the scene
5d4bea54cf0b3a0f3f34a3ac,5d4bea54cf0b3a0f3f34a3ac.jpg,roof,Q2,blip_baseline,a wall with a wooden beam in it,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bea54cf0b3a0f3f34a3ac,5d4bea54cf0b3a0f3f34a3ac.jpg,roof,Q2,blip_prompted,the main household object in this image is a wooden pole,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4beab2cf0b3a0f3f34aea4,5d4beab2cf0b3a0f3f34aea4.jpg,switch,Q1,blip_baseline,a green electrical panel,False,yes,accurate,accepted_synonym_missing,electrical switch panel
5d4beab2cf0b3a0f3f34aea4,5d4beab2cf0b3a0f3f34aea4.jpg,switch,Q1,blip_prompted,the main household object in this image is a switch box,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bebdccf0b3a0f3f34d03d,5d4bebdccf0b3a0f3f34d03d.jpg,roof,Q4,blip_baseline,a roof with a window,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bebdccf0b3a0f3f34d03d,5d4bebdccf0b3a0f3f34d03d.jpg,roof,Q4,blip_prompted,the main household object in this image is a window,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bec7acf0b3a0f3f34dfca,5d4bec7acf0b3a0f3f34dfca.jpg,switch,Q1,blip_baseline,a white electrical outlet on a metal surface,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bec7acf0b3a0f3f34dfca,5d4bec7acf0b3a0f3f34dfca.jpg,switch,Q1,blip_prompted,the main household object in this image is a switch box,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4becefcf0b3a0f3f34eb88,5d4becefcf0b3a0f3f34eb88.jpg,light source,Q1,blip_baseline,a plane flying through a cloudy sky,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4becefcf0b3a0f3f34eb88,5d4becefcf0b3a0f3f34eb88.jpg,light source,Q1,blip_prompted,the main household object in this image is a plane flying through the clouds,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bed05cf0b3a0f3f34edce,5d4bed05cf0b3a0f3f34edce.jpg,stove,Q2,blip_baseline,a stove sitting on a table with a pot on it,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bed05cf0b3a0f3f34edce,5d4bed05cf0b3a0f3f34edce.jpg,stove,Q2,blip_prompted,the main household object in this image is a stove,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bed75cf0b3a0f3f34fa6a,5d4bed75cf0b3a0f3f34fa6a.jpg,stove,Q1,blip_baseline,a large metal jug sitting on top of a table,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bed75cf0b3a0f3f34fa6a,5d4bed75cf0b3a0f3f34fa6a.jpg,stove,Q1,blip_prompted,the main household object in this image is a gas can,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bee22cf0b3a0f3f350e6a,5d4bee22cf0b3a0f3f350e6a.jpg,stove,Q1,blip_baseline,a pile of trash on a dirt road,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bee22cf0b3a0f3f350e6a,5d4bee22cf0b3a0f3f350e6a.jpg,stove,Q1,blip_prompted,the main household object in this image is a broken oven,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bee51cf0b3a0f3f3512b8,5d4bee51cf0b3a0f3f3512b8.jpg,trash container,Q2,blip_baseline,a pile of dirt with a blue cloth on it,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bee51cf0b3a0f3f3512b8,5d4bee51cf0b3a0f3f3512b8.jpg,trash container,Q2,blip_prompted,the main household object in this image is a pile of dirt,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4beebecf0b3a0f3f351f34,5d4beebecf0b3a0f3f351f34.jpg,footwear,Q1,blip_baseline,a pair of flip flops sitting on the ground,False,yes,accurate,accepted_synonym_missing,flip-flops
5d4beebecf0b3a0f3f351f34,5d4beebecf0b3a0f3f351f34.jpg,footwear,Q1,blip_prompted,the main household object in this image is a pair of flip flops,False,yes,accurate,accepted_synonym_missing,flip-flops
5d4beee5cf0b3a0f3f3523d2,5d4beee5cf0b3a0f3f3523d2.jpg,trash container,Q1,blip_baseline,a dirt road with trash and trash on it,False,uncertain,ambiguous,label_or_scene_ambiguity,open waste area rather than one container
5d4beee5cf0b3a0f3f3523d2,5d4beee5cf0b3a0f3f3523d2.jpg,trash container,Q1,blip_prompted,the main household object in this image is garbage,False,uncertain,ambiguous,label_or_scene_ambiguity,open waste area rather than one container
5d4bef4dcf0b3a0f3f352fe2,5d4bef4dcf0b3a0f3f352fe2.jpg,stove,Q3,blip_baseline,a black stove top,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef4dcf0b3a0f3f352fe2,5d4bef4dcf0b3a0f3f352fe2.jpg,stove,Q3,blip_prompted,the main household object in this image is a gas stove,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef59cf0b3a0f3f353156,5d4bef59cf0b3a0f3f353156.jpg,stove,Q1,blip_baseline,a frying pan on a stove in a kitchen,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef59cf0b3a0f3f353156,5d4bef59cf0b3a0f3f353156.jpg,stove,Q1,blip_prompted,the main household object in this image is a frying pan,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bef5fcf0b3a0f3f353214,5d4bef5fcf0b3a0f3f353214.jpg,footwear,Q4,blip_baseline,a pair of black and green sandals,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef5fcf0b3a0f3f353214,5d4bef5fcf0b3a0f3f353214.jpg,footwear,Q4,blip_prompted,the main household object in this image is a pair of black and green sandals,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef87cf0b3a0f3f3536b6,5d4bef87cf0b3a0f3f3536b6.jpg,trash container,Q3,blip_baseline,a green trash can with a plastic container,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bef87cf0b3a0f3f3536b6,5d4bef87cf0b3a0f3f3536b6.jpg,trash container,Q3,blip_prompted,the main household object in this image is a plastic container with a plastic ball inside,False,yes,accurate,accepted_synonym_missing,plastic container
5d4befa5cf0b3a0f3f353924,5d4befa5cf0b3a0f3f353924.jpg,trash container,Q4,blip_baseline,a trash can be seen in the corner of a door,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4befa5cf0b3a0f3f353924,5d4befa5cf0b3a0f3f353924.jpg,trash container,Q4,blip_prompted,the main household object in this image is a trash can,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4befc5cf0b3a0f3f353ce2,5d4befc5cf0b3a0f3f353ce2.jpg,stove,Q1,blip_baseline,a person is using a knife to cut a piece of wood,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4befc5cf0b3a0f3f353ce2,5d4befc5cf0b3a0f3f353ce2.jpg,stove,Q1,blip_prompted,"the main household object in this image is a knife, a knife, and a knife in the fore",False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf05ccf0b3a0f3f354caa,5d4bf05ccf0b3a0f3f354caa.jpg,roof,Q1,blip_baseline,a wooden ceiling with a metal pole and a string,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf05ccf0b3a0f3f354caa,5d4bf05ccf0b3a0f3f354caa.jpg,roof,Q1,blip_prompted,the main household object in this image is a wooden ceiling,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf0b4cf0b3a0f3f3555cc,5d4bf0b4cf0b3a0f3f3555cc.jpg,light source,Q1,blip_baseline,a red stove on the ground,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf0b4cf0b3a0f3f3555cc,5d4bf0b4cf0b3a0f3f3555cc.jpg,light source,Q1,blip_prompted,the main household object in this image is a red gas stove,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf131cf0b3a0f3f356206,5d4bf131cf0b3a0f3f356206.jpg,roof,Q2,blip_baseline,a roof with a broken tile on it,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf131cf0b3a0f3f356206,5d4bf131cf0b3a0f3f356206.jpg,roof,Q2,blip_prompted,the main household object in this image is a roof,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf151cf0b3a0f3f356556,5d4bf151cf0b3a0f3f356556.jpg,switch,Q1,blip_baseline,a white light switch on a brick wall,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf151cf0b3a0f3f356556,5d4bf151cf0b3a0f3f356556.jpg,switch,Q1,blip_prompted,the main household object in this image is a light switch,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf185cf0b3a0f3f356a5e,5d4bf185cf0b3a0f3f356a5e.jpg,switch,Q2,blip_baseline,a white wall,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf185cf0b3a0f3f356a5e,5d4bf185cf0b3a0f3f356a5e.jpg,switch,Q2,blip_prompted,the main household object in this image is a switch box,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf191cf0b3a0f3f356bb4,5d4bf191cf0b3a0f3f356bb4.jpg,trash container,Q2,blip_baseline,a dog standing on a dirt road next to a pile of garbage,False,uncertain,ambiguous,label_or_scene_ambiguity,garbage is mentioned but no clear container
5d4bf191cf0b3a0f3f356bb4,5d4bf191cf0b3a0f3f356bb4.jpg,trash container,Q2,blip_prompted,the main household object in this image is a dog,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf260cf0b3a0f3f3582cc,5d4bf260cf0b3a0f3f3582cc.jpg,switch,Q1,blip_baseline,a bottle of beer is being held up,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf260cf0b3a0f3f3582cc,5d4bf260cf0b3a0f3f3582cc.jpg,switch,Q1,blip_prompted,the main household object in this image is a bottle of water,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf27dcf0b3a0f3f358554,5d4bf27dcf0b3a0f3f358554.jpg,trash container,Q1,blip_baseline,a pile of garbage in a wooden box,False,yes,accurate,accepted_synonym_missing,garbage in a wooden box
5d4bf27dcf0b3a0f3f358554,5d4bf27dcf0b3a0f3f358554.jpg,trash container,Q1,blip_prompted,the main household object in this image is a wooden box with a bunch of flowers inside,False,uncertain,ambiguous,label_or_scene_ambiguity,wooden box is visible but its waste function is unclear
5d4bf296cf0b3a0f3f35885a,5d4bf296cf0b3a0f3f35885a.jpg,footwear,Q3,blip_baseline,a rack of shoes,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf296cf0b3a0f3f35885a,5d4bf296cf0b3a0f3f35885a.jpg,footwear,Q3,blip_prompted,the main household object in this image is a rack of shoes,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf2b2cf0b3a0f3f358bb0,5d4bf2b2cf0b3a0f3f358bb0.jpg,stove,Q2,blip_baseline,a brick oven with a large pan on top,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf2b2cf0b3a0f3f358bb0,5d4bf2b2cf0b3a0f3f358bb0.jpg,stove,Q2,blip_prompted,the main household object in this image is a large pan,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf2d6cf0b3a0f3f358fea,5d4bf2d6cf0b3a0f3f358fea.jpg,footwear,Q2,blip_baseline,a pair of shoes laying on the ground,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf2d6cf0b3a0f3f358fea,5d4bf2d6cf0b3a0f3f358fea.jpg,footwear,Q2,blip_prompted,the main household object in this image is a pair of shoes,True,yes,accurate,none,accepted-term match confirmed in caption context
5d4bf349cf0b3a0f3f359cee,5d4bf349cf0b3a0f3f359cee.jpg,trash container,Q1,blip_baseline,a small blue toy is in the dirt,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf349cf0b3a0f3f359cee,5d4bf349cf0b3a0f3f359cee.jpg,trash container,Q1,blip_prompted,the main household object in this image is a blue plastic cup,False,uncertain,ambiguous,label_or_scene_ambiguity,small plastic cup or container
5d4bf3a8cf0b3a0f3f35a67c,5d4bf3a8cf0b3a0f3f35a67c.jpg,roof,Q1,blip_baseline,a close up of a table with a bunch of bamboo sticks,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf3a8cf0b3a0f3f35a67c,5d4bf3a8cf0b3a0f3f35a67c.jpg,roof,Q1,blip_prompted,the main household object in this image is a large piece of wood,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf40ecf0b3a0f3f35afd2,5d4bf40ecf0b3a0f3f35afd2.jpg,trash container,Q3,blip_baseline,a dirty toilet with a plastic bag on the floor,False,no,inaccurate,wrong_object,caption does not identify the study object
5d4bf40ecf0b3a0f3f35afd2,5d4bf40ecf0b3a0f3f35afd2.jpg,trash container,Q3,blip_prompted,the main household object in this image is a toilet,False,no,inaccurate,wrong_object,caption does not identify the study object
5ec4f5caf4a4fb7dc0387a0c,5ec4f5caf4a4fb7dc0387a0c.jpg,stove,Q4,blip_baseline,a black oven with a blue handle,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f5caf4a4fb7dc0387a0c,5ec4f5caf4a4fb7dc0387a0c.jpg,stove,Q4,blip_prompted,the main household object in this image is a stove,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f81af0611d7ddd740be2,5ec4f81af0611d7ddd740be2.jpg,switch,Q1,blip_baseline,a person is holding a white electrical device,False,uncertain,ambiguous,label_or_scene_ambiguity,correct electrical device but not specifically a switch
5ec4f81af0611d7ddd740be2,5ec4f81af0611d7ddd740be2.jpg,switch,Q1,blip_prompted,the main household object in this image is a white electrical device,False,uncertain,ambiguous,label_or_scene_ambiguity,correct electrical device but not specifically a switch
5ec4f834f0611d7ddd740cc3,5ec4f834f0611d7ddd740cc3.JPG,light source,Q4,blip_baseline,a lamp on a table next to a computer,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f834f0611d7ddd740cc3,5ec4f834f0611d7ddd740cc3.JPG,light source,Q4,blip_prompted,the main household object in this image is a lamp,True,yes,accurate,none,accepted-term match confirmed in caption context
5ec4f86df0611d7ddd740eb2,5ec4f86df0611d7ddd740eb2.jpg,roof,Q3,blip_baseline,a roof with a broken roof and a broken roof,True,yes,accurate,none,accepted-term match confirmed in caption context
